7.155736431391054864e-02,1.285678892152480324e-01,1.948868868355271844e-01,2.655812485929349709e-01
2.157681869067053781e-01,3.653217365910444991e-01,5.058491186477177548e-01,6.376392838907357641e-01
1.733898650857605139e-01,3.782141852679782867e-01,6.158670788249021033e-01,8.754328129517466861e-01
4.749851317876385148e-01,8.430771019397358401e-01,1.173984882294082599e+00,1.474478001446428932e+00
7.186459210374178397e-02,1.545527616725049513e-01,2.489044224344588441e-01,3.646476007186595925e-01
1.676706860543815680e-01,3.044784166596546937e-01,4.414318245742698266e-01,5.845871487645195597e-01
4.997035245046151791e-02,1.141602091600313201e-01,1.868686709401166934e-01,2.626607306857041690e-01
2.005910318234950251e-01,4.540398448994060199e-01,7.146270454184477927e-01,9.897935340544110616e-01
1.225230999367380308e-01,1.920864056869944214e-01,2.571624558167466823e-01,3.177781372788864855e-01
1.668775721796519340e-01,2.707259813243724778e-01,3.741413234584471392e-01,4.767738284085989431e-01
7.716061152869813089e-02,1.469363840918944952e-01,2.283684269923949017e-01,3.127382061823807957e-01
1.188954470432502797e-01,1.751327169447132182e-01,2.316740795122280983e-01,2.880422191150553424e-01
1.013514074925828540e-01,2.475083090859958035e-01,4.019474308747801872e-01,5.730678432939597666e-01
1.680862953151010253e-01,3.803383926985951513e-01,6.172509080053583119e-01,8.705568338154007213e-01
8.822868543823493559e-02,2.255987397566640851e-01,3.825747129683687020e-01,5.578227789801059044e-01
6.736696119732699106e-02,1.310427348851084528e-01,2.067420594115172428e-01,2.864104499378765101e-01
1.169888768195867235e-01,1.912666421132886152e-01,2.655453710370482834e-01,3.383871796093707585e-01
7.114634084542705017e-02,1.641604253251158219e-01,2.697976241490105398e-01,3.820500478089670082e-01
6.759545351702095362e-02,9.731244710238140527e-02,1.373011093660155557e-01,1.810239436518774614e-01
1.737475614083860143e-01,4.012850090116418245e-01,6.341215423918147298e-01,8.807252686565403277e-01
3.456702518199741281e-01,6.112189085178839631e-01,8.598343993178065858e-01,1.093035406529853981e+00
1.608903757549072500e-01,3.655648383903428167e-01,5.733834415925735950e-01,7.941511125180277242e-01
2.338263053845633932e-01,3.976542016690368664e-01,5.518125038154776396e-01,6.972019867347615252e-01
1.233831157762199232e-01,1.790988146592036034e-01,2.299865452122225318e-01,2.753947277839990937e-01
3.033239118934770162e-01,5.327182725342929359e-01,7.525927843384859761e-01,9.640083068785826326e-01
2.119755966015243465e-01,4.895658121958029185e-01,8.015173922663429984e-01,1.140901848547058783e+00
2.435902285824810276e-01,5.607741198441154040e-01,9.236214504296637040e-01,1.330616370539158266e+00
9.187447184926748889e-02,2.131887641337205652e-01,3.379253236202391375e-01,4.769916937435668691e-01
6.471113906471556709e-02,1.245751516201494269e-01,1.986087496815436837e-01,2.776864148426080314e-01
7.558543204614613653e-02,1.888138014736471249e-01,3.119565772568020368e-01,4.523888957147261247e-01
9.793680903162921281e-02,1.600352295719017492e-01,2.276519710899044813e-01,2.965724342966676308e-01
7.967096355081514092e-02,1.324612065560049068e-01,1.954877574707093446e-01,2.623471001335926922e-01
3.722527773692657083e-01,6.579932257204392787e-01,9.210199164663874782e-01,1.164183888961906055e+00
1.563896819755828393e-01,3.574255418317394128e-01,5.623837762243268923e-01,7.796945676726229069e-01
1.504094993564829563e-01,3.284239400809411680e-01,5.153231715654950085e-01,7.175516335266263201e-01
2.216515432775283401e-01,5.035232020189231994e-01,8.301451673391286867e-01,1.197906605186930706e+00
1.852340989193513865e-01,3.017450472521803206e-01,4.136248728707860867e-01,5.206417291860752083e-01
1.189199988329500135e-01,2.688510485712015674e-01,4.505576399941714771e-01,6.547543442221689380e-01
2.305680404570011333e-01,3.982355359942067463e-01,5.581511372783729552e-01,7.102545235971604587e-01
2.068974300902845509e-01,4.606565733663359197e-01,7.330330753216728334e-01,1.015040268902997811e+00
7.244333323094213906e-02,9.776620208603001294e-02,1.223932285903015504e-01,1.466002369852592302e-01
1.128204321729778387e-01,2.676093682235855531e-01,4.256475347827240463e-01,5.844604305869459671e-01
2.561516206743825741e-01,4.384506978522775822e-01,6.088535383670579115e-01,7.686746648072747545e-01
1.170591796505462134e-01,2.702489184568397929e-01,4.281024315201481523e-01,5.986203837338128775e-01
1.369652831926409242e-01,3.300117730656577653e-01,5.548717446627315919e-01,8.047963446428496592e-01
5.800297877460748597e-02,1.614634384692883173e-01,2.664434079945639522e-01,3.699697397644256536e-01
1.715952974661186514e-01,2.805074801338227064e-01,3.873499955497770597e-01,4.915794271425125150e-01
2.233431666529121784e-01,3.829643714539839872e-01,5.412767860580197654e-01,6.981200492061576668e-01
3.952703168050154814e-02,3.461950890050415758e-02,3.931307114717508960e-02,5.396691813659113685e-02
8.032903097834689921e-02,1.359669322805336089e-01,1.976319393744026542e-01,2.620357763473564749e-01
1.478400889661598272e-01,3.446135928563945350e-01,5.692471407978920706e-01,8.133894170289247549e-01
1.079737239268458715e-01,2.537428142980253654e-01,4.077940545088790114e-01,5.782731638531718454e-01
1.379607165107194222e-01,3.313562828774575530e-01,5.399952670389228659e-01,7.725747897153678601e-01
1.678415446931183497e-01,3.889775632626954471e-01,6.498709605744260598e-01,9.416077519588527123e-01
3.132116673540787377e-01,5.399079880379112906e-01,7.455220212960277371e-01,9.328780184041441936e-01
1.917387741525595768e-01,3.197554041423664728e-01,4.446700997599711269e-01,5.661936758409471526e-01
1.376963716515799130e-01,3.242729736771912119e-01,5.252933062280124021e-01,7.472059622649038779e-01
1.959141380993185688e-01,4.416803866308369186e-01,7.122681881886566702e-01,9.987282826217011023e-01
1.211341509204809375e-01,2.509722598462151288e-01,3.749351148476731677e-01,5.002367731700095854e-01
2.062607694245867651e-01,3.521462075652418977e-01,4.975725225061333745e-01,6.418005017742461904e-01
1.193417357727191569e-01,1.913540033478236535e-01,2.631746128630404469e-01,3.346157361816406994e-01
1.911016505536852483e-01,3.116071556563853040e-01,4.241646691287872528e-01,5.310422812896006262e-01
4.974323334460854507e-01,8.968780529672872870e-01,1.265126170139716066e+00,1.606488418176252653e+00
1.113829140374285459e-01,1.852065826810137261e-01,2.625267465178259818e-01,3.405081842273823267e-01
1.257642721175442624e-01,2.225792594572782168e-01,3.313581475491968464e-01,4.501542845438616935e-01
2.379003173777644864e-01,5.361053913687058303e-01,8.646816043425304965e-01,1.215735976803007601e+00
1.817561479298558103e-01,3.001789316546087383e-01,4.169117217173536893e-01,5.315983948677935889e-01
2.265282412563513481e-01,3.823500904215257346e-01,5.272388066502308179e-01,6.622207423762738188e-01
1.630490938469759121e-01,3.519474750514076100e-01,5.711153977322890318e-01,8.119004198038256570e-01
6.178620215470428251e-02,1.621427636997541666e-01,2.624631379933037856e-01,3.615571178317986134e-01
7.693543189407102412e-02,1.984794472302913726e-01,3.255172363696903770e-01,4.543516812580532527e-01
4.351382572102105439e-02,6.586330794975993330e-02,9.965129912604089868e-02,1.373934628717006223e-01
1.022064242331951062e-01,1.441483951456548063e-01,1.867467142199914498e-01,2.289169616355667680e-01
6.125162231973101112e-02,8.886570071027455331e-02,1.293741539114655337e-01,1.743840065152860441e-01
6.565367003835134718e-02,9.817802190318088151e-02,1.347806332096828930e-01,1.724985536876826042e-01
1.367645854892123036e-01,2.289614544687746667e-01,3.213206736462209112e-01,4.130883281652878991e-01
1.506197120691804836e-01,3.473407031939851342e-01,5.480714894634310941e-01,7.490123767866895266e-01
1.643314135441038826e-01,2.619382267603297398e-01,3.571055292967387218e-01,4.497440442391384963e-01
1.853300478813398044e-01,3.078899828096585689e-01,4.309420204391287701e-01,5.537946148138447322e-01
2.589155210889008685e-01,4.540002691101847621e-01,6.426821285686309393e-01,8.245070173579934769e-01
2.509795374642578292e-01,4.275566598267301899e-01,5.933194208880739895e-01,7.494837315072963024e-01
9.771559364016683957e-02,1.860791933480306082e-01,2.817172763585394368e-01,3.788762502591880299e-01
1.695032816819457833e-01,2.726521813457304932e-01,3.731679307035357662e-01,4.711581163206158274e-01
9.267140657371739088e-02,1.333443367962883486e-01,1.770902247983804911e-01,2.212373200593887312e-01
9.583639616256517391e-02,2.358559532111209056e-01,3.778828537071293181e-01,5.210801219335280399e-01
2.395695423586789718e-01,4.086084852048807448e-01,5.632329114863245945e-01,7.049132743417384495e-01
6.124530762316761356e-02,1.301675846706910611e-01,2.100521904781023630e-01,2.942679738010096635e-01
1.373054314490879668e-01,2.302219413435635242e-01,3.221053058872980213e-01,4.131267147208543822e-01
1.246731882776440647e-01,3.081575945888593293e-01,5.456528237761970601e-01,8.340602844121208781e-01
2.779328563095561644e-01,4.909363053714340119e-01,6.958767327211013987e-01,8.926644078989615094e-01
1.111869799748145121e-01,1.484062734961044128e-01,1.751403716053346049e-01,1.919501661254834901e-01
1.930327441816715728e-01,4.292368430232164078e-01,6.932021168564652669e-01,9.754475552605941235e-01
2.212107319042437292e-01,3.747539489062101659e-01,5.223927841467241873e-01,6.647048688446923759e-01
1.583169615823760701e-01,3.627107543495848851e-01,5.973477536715167124e-01,8.535224298288648370e-01
3.129424561681742323e-01,7.060566902882373652e-01,1.148069537229793546e+00,1.643564206855889553e+00
9.937887077854225260e-02,2.496354335298376637e-01,4.069024243938030860e-01,5.815907894344999329e-01
1.479862256700830714e-01,2.411972808368357535e-01,3.317483821153888179e-01,4.185803546450546642e-01
2.644807251744355492e-01,5.866799460511180619e-01,9.196931261574692318e-01,1.269164334966655039e+00
3.182815965454534601e-01,5.554048656202104084e-01,7.750259983992731083e-01,9.791835192579052549e-01
1.576484074647687972e-01,2.730552837788088882e-01,3.891326543272013994e-01,5.055492795032024977e-01
1.165777772774184567e-01,2.833028035490313123e-01,4.540040996524891126e-01,6.282892324276257989e-01
3.425164994590806922e-01,7.889408464546996402e-01,1.310433253660699515e+00,1.929893930722476947e+00
2.156137133934339367e-01,3.620837888308098829e-01,5.007842131237691952e-01,6.324325530094625503e-01
1.537062352489602934e-01,2.533977472314095092e-01,3.457738180064716116e-01,4.313916989553827075e-01
4.829435778602199358e-02,7.573807915391975176e-02,1.148976997596121707e-01,1.594504125419608509e-01
2.045790496183519380e-01,3.382222382807294481e-01,4.643316042462936055e-01,5.835950495241604141e-01
2.172187080790950742e-01,3.830713479492595108e-01,5.402785997068826340e-01,6.885128525572395963e-01
2.780617177321088040e-01,4.814463743420356878e-01,6.686766721909085387e-01,8.411175882519268399e-01
1.968942670202645240e-01,3.329344557865574483e-01,4.650993857722383051e-01,5.927189459050226095e-01
7.827570703746308811e-02,1.410653935570404249e-01,2.164611000278957031e-01,3.049582608630704295e-01
3.454599459212158441e-02,5.522261304286862210e-02,9.210915804142102981e-02,1.353769446770169693e-01
3.654650112034934506e-01,6.415729731864283636e-01,8.954138605985714205e-01,1.129999194818797070e+00
8.177765159449855437e-02,2.036175030400282637e-01,3.289584145950997796e-01,4.565050386402138005e-01
2.024901786826103778e-01,3.366952428042924717e-01,4.651107734717229159e-01,5.883773778137441068e-01
2.038911473519304796e-01,3.380994234719938984e-01,4.686277282101296016e-01,5.937255306447331016e-01
2.883218186448189835e-01,4.980741979850635270e-01,6.930571587930823840e-01,8.747233280123601906e-01
1.206227954888326737e-01,1.761428573889168570e-01,2.298207453658702160e-01,2.810748920902746417e-01
1.433264426733225072e-01,2.525857057921315763e-01,3.642527631495221518e-01,4.752971166116788937e-01
9.887394938365363928e-02,2.053510493379680502e-01,3.197167893702720365e-01,4.354932138770872263e-01
4.142352657358454315e-02,7.717980606671673294e-02,1.292321575843848880e-01,1.902837704703321531e-01
2.208878373201415557e-01,3.791493995859589461e-01,5.370859419705951154e-01,6.939690501199839989e-01
4.491309884579236522e-02,4.152320186478427461e-02,3.972766191771043981e-02,4.109135476978968693e-02
1.372506654169761697e-01,2.889278733229249663e-01,4.475906954440233010e-01,6.112758327374676615e-01
3.369230488188916517e-02,1.014827197761645622e-01,1.748870661571909346e-01,2.505052289795917098e-01
6.720640650989599674e-02,9.825081478753476538e-02,1.332962410087937810e-01,1.700667320692883233e-01
2.159220806618683819e-01,3.605922867349329319e-01,4.980936078516094989e-01,6.282468158483565102e-01
2.374283931034393280e-02,2.863975289878677166e-02,5.763611269225504818e-02,9.080063741533087041e-02
4.789761400429618510e-01,1.094234808414119575e+00,1.808166184382312025e+00,2.660633630451449516e+00
1.368545691197087799e-01,3.341712965957318038e-01,5.591705991311799462e-01,8.221429417383385729e-01
1.766780107812525036e-01,4.087504171469630299e-01,6.548994614972403205e-01,9.143225060130915072e-01
2.091993606329801692e-01,3.598720797034125618e-01,5.068499338938285970e-01,6.492929619319330881e-01
7.225079573042898773e-02,1.301335079655618066e-01,1.967638227513834326e-01,2.683579435884942965e-01
2.687175945454287063e-01,4.483026128715635328e-01,6.035413451264268758e-01,7.373959277088631969e-01
4.051478787471419346e-02,8.161604010045039881e-02,1.344424457560120800e-01,1.912352811429534893e-01
1.683531360649253572e-01,2.744810123565228910e-01,3.805243691814085283e-01,4.860345417261364154e-01
7.744881665329197973e-02,1.800910811355585506e-01,2.875967244471048789e-01,4.106098314852598685e-01
2.266106402685812982e-01,5.036159595067134509e-01,7.853358342021110605e-01,1.069637499216976595e+00
1.534877438340042366e-01,2.441437640628225658e-01,3.351032959812686451e-01,4.268421843082421674e-01
3.314138256198301269e-02,9.707244717432945980e-02,1.702689945719811360e-01,2.485952805444468228e-01
4.102671353742602667e-02,1.096197451084826857e-01,1.813526894029339753e-01,2.523085333868440028e-01
1.200766704033810472e-01,1.922579746899531483e-01,2.607743057708503120e-01,3.251279047828711244e-01
3.487449646349194965e-01,7.810791371786908188e-01,1.261244606484681174e+00,1.794240665511276145e+00
8.611512638163992817e-02,1.259273832296229634e-01,1.656928287814713463e-01,2.041164479435904344e-01
3.308494609868785075e-01,5.788110649479023539e-01,8.068736624599402996e-01,1.017223010558338636e+00
3.917825835133473961e-02,9.092777638464359657e-02,1.540860164084660588e-01,2.221218360473692088e-01
7.325248652974757080e-02,1.102998725490935555e-01,1.585612538564123430e-01,2.118991437406870237e-01
2.550725282003187822e-01,4.414742070087729342e-01,6.227146076708205413e-01,7.992707104193754741e-01
1.509879990815380657e-01,2.542145085612187994e-01,3.593105404265869995e-01,4.642930310508376901e-01
3.857158818038106118e-02,7.656340694069756203e-02,1.347158059639898264e-01,1.981435717120524909e-01
1.281921644916677316e-01,3.038951681798148785e-01,4.808975884120510469e-01,6.589272612108437732e-01
1.761961075049612024e-01,3.086261899057854974e-01,4.386458520928275817e-01,5.649653224542675600e-01
1.832778594647736514e-01,4.203124621210231338e-01,6.976409004471432196e-01,1.006497847862030781e+00
1.039669387194729344e-01,2.521003964038976419e-01,4.042095890500632671e-01,5.656923791705753546e-01
1.434651148324273540e-01,3.142590281171089850e-01,5.112038823788755959e-01,7.244820205703638161e-01
8.088772045051192960e-02,1.117259747314200274e-01,1.410006203166331851e-01,1.686396405519352271e-01
2.201809190117188508e-01,4.909636995911656476e-01,7.650564066237869332e-01,1.039939336084521049e+00
8.368422735976664695e-02,2.141601564636490818e-01,3.469412661676918308e-01,4.820390475819504861e-01
6.511546402482132345e-02,1.482700576159309558e-01,2.423340256516545166e-01,3.396496930911602763e-01
1.443695613200009498e-01,3.215486913792777179e-01,5.332527800829497400e-01,7.679024230463656897e-01
2.402748950282690421e-01,4.103037636476598027e-01,5.745261152588058140e-01,7.329664614720077243e-01
9.397528963011156367e-02,1.476315755963438503e-01,2.034276362398674542e-01,2.604151928355553647e-01
2.942416618370357062e-01,5.105012255445231517e-01,7.125389229681085013e-01,9.020335508751597953e-01
6.099654879733631269e-02,9.689102839129781763e-02,1.395566650222024307e-01,1.859988743731516569e-01
8.969291790482056270e-02,1.591159012250439875e-01,2.328506179968884704e-01,3.186535635156410584e-01
4.624009209779217366e-02,5.849441921313638243e-02,7.958499063097727866e-02,1.044412878929233124e-01
1.031911088537065813e-01,1.497879521280379711e-01,1.986741113625003496e-01,2.487672406119293966e-01
4.990656615821494058e-02,8.737025933149168699e-02,1.409983929993024188e-01,1.987523315248103939e-01
6.653205659239931624e-02,1.534853899552973411e-01,2.521865440024070315e-01,3.560542364062896925e-01
1.517645198424795727e-01,2.408323141581514559e-01,3.290764466631083685e-01,4.160860874405153398e-01
7.968981776371171499e-02,1.071191037108209926e-01,1.406678725687345866e-01,1.775925828276875562e-01
1.058809338152409962e-01,2.317962314307629723e-01,3.731185893173434298e-01,5.389047559522484043e-01
1.519230125165127732e-01,2.384187375747639503e-01,3.232791653553622746e-01,4.066532596691456725e-01
5.485781221399581298e-02,1.074628026906739309e-01,1.760657227362634747e-01,2.504870145182909180e-01
4.115063088614767661e-02,9.390107444199631559e-02,1.589407437115816502e-01,2.295392592919369978e-01
2.649332205985913680e-01,4.552248883598720708e-01,6.314608308535393233e-01,7.949842683657585285e-01
1.175573640056773173e-01,2.790519946078865443e-01,4.557388543765790723e-01,6.563581451973105052e-01
4.861614387589477393e-02,1.307894910628362162e-01,2.248648063819680409e-01,3.269388715611223906e-01
1.036724992277273938e-01,1.759469715761992348e-01,2.527393603781255549e-01,3.327376145733353940e-01
1.751988246224119861e-01,3.159102883294772623e-01,4.443961209137923252e-01,5.729458733836791939e-01
1.693627010041713343e-01,3.422895408451606114e-01,5.400073438302788187e-01,7.555433916251870219e-01
